,R Squared,R,Accuracy,ROC AUC
0,0.2298332068947334,0.4794092269603636,0.7595014053525602,0.759492489616683
1,0.2198183801941178,0.46884792864437164,0.7546132225345228,0.7557628783363448
2,0.2251417675239129,0.4744910615848447,0.7570573139435415,0.7578440374356956
3,0.2251417675239129,0.4744910615848447,0.7570573139435415,0.7578440374356956
4,0.23111252166872087,0.4807416371282197,0.7598069167786875,0.7598881118579089
